,0
0,----------------------------------------------------------------------------------------------------
protocol " srcip" " dstip" " sport" " dport"
tcp 10.0.3.15 119.29.29.29 59200 80
tcp 119.29.29.29 10.0.3.15 80 59200
tcp 10.0.3.15 154.8.131.172 41793 443
tcp 10.0.3.15 119.29.29.29 36352 80
tcp 154.8.131.172 10.0.3.15 443 41793
tcp 119.29.29.29 10.0.3.15 80 36352
tcp 10.0.3.15 154.8.131.171 42004 443
tcp 154.8.131.171 10.0.3.15 443 42004
tcp 10.0.3.15 154.8.131.171 33261 443
tcp 154.8.131.171 10.0.3.15 443 33261
tcp 10.0.3.15 154.8.131.171 54109 443
tcp 10.0.3.15 154.8.131.171 55867 443
tcp 154.8.131.171 10.0.3.15 443 54109
tcp 10.0.3.15 154.8.131.171 44088 443
tcp 10.0.3.15 154.8.131.171 33373 443
tcp 10.0.3.15 154.8.131.171 52703 443
tcp 154.8.131.171 10.0.3.15 443 55867
tcp 10.0.3.15 154.8.131.171 52912 443
tcp 10.0.3.15 154.8.131.171 45151 443
tcp 154.8.131.171 10.0.3.15 443 52703
tcp 154.8.131.171 10.0.3.15 443 33373
tcp 154.8.131.171 10.0.3.15 443 44088
tcp 154.8.131.171 10.0.3.15 443 52912
tcp 154.8.131.171 10.0.3.15 443 45151
tcp 10.0.3.15 154.8.131.171 53590 443
tcp 154.8.131.171 10.0.3.15 443 53590
tcp 10.0.3.15 150.138.121.101 49215 443
tcp 10.0.3.15 150.138.121.101 44018 443
tcp 10.0.3.15 119.29.29.29 39372 80
tcp 119.29.29.29 10.0.3.15 80 39372
udp 10.0.3.15 202.113.16.41 37338 53
udp 202.113.16.41 10.0.3.15 53 37338
tcp 10.0.3.15 123.246.194.113 41029 443
tcp 150.138.121.101 10.0.3.15 443 44018
tcp 10.0.3.15 123.246.194.113 51852 443
tcp 150.138.121.101 10.0.3.15 443 49215
tcp 10.0.3.15 119.29.29.29 51989 80
tcp 119.29.29.29 10.0.3.15 80 51989
tcp 123.246.194.113 10.0.3.15 443 41029
tcp 123.246.194.113 10.0.3.15 443 51852
tcp 10.0.3.15 123.246.194.113 57419 443
tcp 123.246.194.113 10.0.3.15 443 57419
tcp 10.0.3.15 123.246.194.113 37176 443
tcp 123.246.194.113 10.0.3.15 443 37176
udp 10.0.3.15 202.113.16.41 56961 53
udp 10.0.3.15 202.113.16.41 37469 53
udp 202.113.16.41 10.0.3.15 53 56961
tcp 10.0.3.15 121.17.123.141 59705 443
udp 202.113.16.41 10.0.3.15 53 37469
tcp 10.0.3.15 121.17.123.141 34219 443
tcp 10.0.3.15 121.17.123.141 50540 443
tcp 121.17.123.141 10.0.3.15 443 59705
tcp 121.17.123.141 10.0.3.15 443 34219
tcp 121.17.123.141 10.0.3.15 443 50540
tcp 10.0.3.15 119.188.218.230 41769 443
tcp 10.0.3.15 119.188.218.230 46512 443
tcp 119.188.218.230 10.0.3.15 443 41769
tcp 119.188.218.230 10.0.3.15 443 46512
tcp 10.0.3.15 119.188.218.230 51654 443
tcp 119.188.218.230 10.0.3.15 443 51654
tcp 10.0.3.15 154.8.131.171 35246 443
tcp 154.8.131.171 10.0.3.15 443 35246
tcp 10.0.3.15 154.8.131.171 45091 443
tcp 154.8.131.171 10.0.3.15 443 45091
tcp 10.0.3.15 154.8.131.171 53259 443
tcp 154.8.131.171 10.0.3.15 443 53259
tcp 10.0.3.15 121.17.123.141 45328 443
tcp 121.17.123.141 10.0.3.15 443 45328
udp 10.0.3.15 202.113.16.41 51501 53
udp 202.113.16.41 10.0.3.15 53 51501
tcp 10.0.3.15 154.8.131.172 52250 443
tcp 154.8.131.172 10.0.3.15 443 52250
tcp 10.0.3.15 119.188.218.230 39226 443
tcp 10.0.3.15 119.188.218.230 60627 443
tcp 10.0.3.15 119.188.218.230 52938 443
tcp 119.188.218.230 10.0.3.15 443 39226
tcp 119.188.218.230 10.0.3.15 443 60627
tcp 119.188.218.230 10.0.3.15 443 52938
tcp 10.0.3.15 154.8.131.171 45578 443
tcp 10.0.3.15 154.8.131.171 42668 443
tcp 154.8.131.171 10.0.3.15 443 45578
tcp 154.8.131.171 10.0.3.15 443 42668
tcp 10.0.3.15 119.188.218.230 43873 443
tcp 119.188.218.230 10.0.3.15 443 43873
tcp 10.0.3.15 121.17.123.141 57463 443
tcp 121.17.123.141 10.0.3.15 443 57463
udp 10.0.3.15 202.113.16.41 35618 53
udp 202.113.16.41 10.0.3.15 53 35618
tcp 10.0.3.15 154.8.131.165 36785 443
tcp 10.0.3.15 119.29.29.29 35497 80
tcp 119.29.29.29 10.0.3.15 80 35497
tcp 154.8.131.165 10.0.3.15 443 36785
tcp 10.0.3.15 154.8.131.172 57145 443
tcp 154.8.131.172 10.0.3.15 443 57145
tcp 10.0.3.15 119.188.218.230 56138 443
tcp 119.188.218.230 10.0.3.15 443 56138
tcp 10.0.3.15 121.17.123.141 41389 443
tcp 121.17.123.141 10.0.3.15 443 41389
tcp 10.0.3.15 154.8.131.165 58481 443
tcp 154.8.131.165 10.0.3.15 443 58481
tcp 10.0.3.15 119.29.29.29 49287 80
tcp 119.29.29.29 10.0.3.15 80 49287
tcp 10.0.3.15 154.8.131.172 49377 443
tcp 154.8.131.172 10.0.3.15 443 49377
tcp 10.0.3.15 123.246.194.113 38850 443
tcp 10.0.3.15 123.246.194.113 50594 443
tcp 10.0.3.15 119.29.29.29 55088 80
tcp 119.29.29.29 10.0.3.15 80 55088
tcp 123.246.194.113 10.0.3.15 443 38850
tcp 123.246.194.113 10.0.3.15 443 50594
tcp 10.0.3.15 154.8.131.172 60364 443
tcp 154.8.131.172 10.0.3.15 443 60364
tcp 10.0.3.15 154.8.131.172 57907 443
tcp 154.8.131.172 10.0.3.15 443 57907
tcp 10.0.3.15 154.8.131.172 55909 443
tcp 154.8.131.172 10.0.3.15 443 55909
tcp 10.0.3.15 154.8.131.172 44718 443
tcp 154.8.131.172 10.0.3.15 443 44718
tcp 10.0.3.15 154.8.131.172 46868 443
tcp 10.0.3.15 154.8.131.172 45914 443
tcp 10.0.3.15 154.8.131.172 41359 443
tcp 10.0.3.15 154.8.131.172 44449 443
tcp 10.0.3.15 154.8.131.172 37831 443
tcp 154.8.131.172 10.0.3.15 443 46868
tcp 10.0.3.15 154.8.131.172 34779 443
tcp 154.8.131.172 10.0.3.15 443 45914
tcp 154.8.131.172 10.0.3.15 443 37831
tcp 10.0.3.15 154.8.131.172 43890 443
tcp 10.0.3.15 154.8.131.172 36710 443
tcp 154.8.131.172 10.0.3.15 443 44449
tcp 154.8.131.172 10.0.3.15 443 43890
tcp 154.8.131.172 10.0.3.15 443 36710
tcp 154.8.131.172 10.0.3.15 443 41359
tcp 154.8.131.172 10.0.3.15 443 34779
tcp 10.0.3.15 150.138.121.101 36577 443
tcp 10.0.3.15 119.29.29.29 34098 80
tcp 119.29.29.29 10.0.3.15 80 34098
tcp 150.138.121.101 10.0.3.15 443 36577
tcp 10.0.3.15 27.221.93.100 54707 443
tcp 10.0.3.15 111.32.143.148 47805 443
tcp 10.0.3.15 119.29.29.29 54471 80
tcp 111.32.143.148 10.0.3.15 443 47805
tcp 119.29.29.29 10.0.3.15 80 54471
tcp 10.0.3.15 27.221.93.100 44487 443
tcp 27.221.93.100 10.0.3.15 443 54707
tcp 27.221.93.100 10.0.3.15 443 44487
tcp 10.0.3.15 27.221.93.100 47638 443
tcp 27.221.93.100 10.0.3.15 443 47638
tcp 10.0.3.15 121.17.123.141 32795 443
tcp 121.17.123.141 10.0.3.15 443 32795
tcp 10.0.3.15 121.17.123.141 51950 443
tcp 121.17.123.141 10.0.3.15 443 51950
tcp 10.0.3.15 154.8.131.172 43813 443
tcp 154.8.131.172 10.0.3.15 443 43813
tcp 10.0.3.15 154.8.131.172 47929 443
tcp 154.8.131.172 10.0.3.15 443 47929
tcp 10.0.3.15 154.8.131.172 46584 443
tcp 154.8.131.172 10.0.3.15 443 46584
tcp 10.0.3.15 154.8.131.172 36208 443
tcp 154.8.131.172 10.0.3.15 443 36208
udp 10.0.3.15 202.113.16.41 31615 53
udp 202.113.16.41 10.0.3.15 53 31615
tcp 10.0.3.15 121.17.123.141 36724 443
tcp 121.17.123.141 10.0.3.15 443 36724
tcp 10.0.3.15 154.8.131.172 38882 443
tcp 154.8.131.172 10.0.3.15 443 38882
tcp 10.0.3.15 154.8.131.172 36919 443
tcp 154.8.131.172 10.0.3.15 443 36919
tcp 10.0.3.15 154.8.131.172 40177 443
tcp 154.8.131.172 10.0.3.15 443 40177
tcp 10.0.3.15 154.8.131.172 42012 443
tcp 10.0.3.15 154.8.131.172 43510 443
tcp 154.8.131.172 10.0.3.15 443 42012
tcp 10.0.3.15 154.8.131.172 60563 443
tcp 10.0.3.15 154.8.131.172 51356 443
tcp 10.0.3.15 154.8.131.172 53904 443
tcp 10.0.3.15 154.8.131.172 57214 443
tcp 10.0.3.15 154.8.131.172 50598 443
tcp 154.8.131.172 10.0.3.15 443 43510
tcp 154.8.131.172 10.0.3.15 443 60563
tcp 154.8.131.172 10.0.3.15 443 53904
tcp 154.8.131.172 10.0.3.15 443 50598
tcp 154.8.131.172 10.0.3.15 443 57214
tcp 154.8.131.172 10.0.3.15 443 51356
tcp 10.0.3.15 154.8.131.172 40316 443
tcp 10.0.3.15 154.8.131.172 56297 443
tcp 154.8.131.172 10.0.3.15 443 40316
tcp 154.8.131.172 10.0.3.15 443 56297
udp 10.0.3.15 202.113.16.41 44782 53
udp 202.113.16.41 10.0.3.15 53 44782
tcp 10.0.3.15 121.17.123.141 38255 443
tcp 10.0.3.15 150.138.121.103 55928 443
tcp 10.0.3.15 119.29.29.29 33075 80
tcp 10.0.3.15 121.17.123.141 58529 443
tcp 119.29.29.29 10.0.3.15 80 33075
tcp 121.17.123.141 10.0.3.15 443 38255
tcp 121.17.123.141 10.0.3.15 443 58529
tcp 150.138.121.103 10.0.3.15 443 55928
tcp 10.0.3.15 123.246.194.113 39514 443
tcp 10.0.3.15 119.29.29.29 43831 80
tcp 119.29.29.29 10.0.3.15 80 43831
tcp 10.0.3.15 123.246.194.113 55489 443
tcp 123.246.194.113 10.0.3.15 443 39514
tcp 123.246.194.113 10.0.3.15 443 55489
tcp 10.0.3.15 123.246.194.113 52112 443
tcp 123.246.194.113 10.0.3.15 443 52112
tcp 10.0.3.15 121.17.123.141 47912 443
tcp 121.17.123.141 10.0.3.15 443 47912
tcp 10.0.3.15 121.17.123.141 44043 443
tcp 121.17.123.141 10.0.3.15 443 44043
tcp 10.0.3.15 154.8.131.172 41930 443
tcp 154.8.131.172 10.0.3.15 443 41930
tcp 10.0.3.15 154.8.131.172 37074 443
tcp 154.8.131.172 10.0.3.15 443 37074
tcp 10.0.3.15 27.221.93.96 41784 443
tcp 27.221.93.96 10.0.3.15 443 41784
tcp 10.0.3.15 154.8.131.172 47183 443
tcp 154.8.131.172 10.0.3.15 443 47183
tcp 10.0.3.15 121.17.123.141 37692 443
tcp 121.17.123.141 10.0.3.15 443 37692
tcp 10.0.3.15 154.8.131.172 37906 443
tcp 154.8.131.172 10.0.3.15 443 37906
tcp 10.0.3.15 111.32.143.149 38473 443
tcp 10.0.3.15 119.29.29.29 42774 80
tcp 111.32.143.149 10.0.3.15 443 38473
tcp 119.29.29.29 10.0.3.15 80 42774
tcp 10.0.3.15 154.8.131.172 34825 443
tcp 154.8.131.172 10.0.3.15 443 34825
tcp 10.0.3.15 154.8.131.165 50777 443
tcp 10.0.3.15 119.29.29.29 60904 80
tcp 154.8.131.165 10.0.3.15 443 50777
tcp 119.29.29.29 10.0.3.15 80 60904
udp 10.0.3.15 202.113.16.41 13240 53
udp 202.113.16.41 10.0.3.15 53 13240
tcp 10.0.3.15 123.246.197.143 56387 443
tcp 10.0.3.15 119.29.29.29 40903 80
tcp 119.29.29.29 10.0.3.15 80 40903
tcp 123.246.197.143 10.0.3.15 443 56387
tcp 10.0.3.15 154.8.131.165 42709 443
tcp 154.8.131.165 10.0.3.15 443 42709
tcp 10.0.3.15 154.8.131.165 33818 443
tcp 154.8.131.165 10.0.3.15 443 33818
tcp 10.0.3.15 154.8.131.165 38363 443
tcp 154.8.131.165 10.0.3.15 443 38363
tcp 10.0.3.15 154.8.131.165 39789 443
tcp 10.0.3.15 154.8.131.165 47339 443
tcp 10.0.3.15 154.8.131.165 42873 443
tcp 10.0.3.15 154.8.131.165 42393 443
tcp 154.8.131.165 10.0.3.15 443 39789
tcp 154.8.131.165 10.0.3.15 443 47339
tcp 154.8.131.165 10.0.3.15 443 42873
tcp 154.8.131.165 10.0.3.15 443 42393
tcp 10.0.3.15 154.8.131.165 37145 443
tcp 154.8.131.165 10.0.3.15 443 37145
tcp 10.0.3.15 154.8.131.165 47353 443
tcp 154.8.131.165 10.0.3.15 443 47353
tcp 10.0.3.15 154.8.131.165 36322 443
tcp 10.0.3.15 154.8.131.165 37209 443
tcp 154.8.131.165 10.0.3.15 443 36322
tcp 154.8.131.165 10.0.3.15 443 37209
tcp 10.0.3.15 150.138.121.103 40254 443
tcp 10.0.3.15 119.29.29.29 50650 80
tcp 119.29.29.29 10.0.3.15 80 50650
tcp 10.0.3.15 61.48.83.79 53985 443
tcp 61.48.83.79 10.0.3.15 443 53985
tcp 150.138.121.103 10.0.3.15 443 40254
tcp 10.0.3.15 61.48.83.79 55955 443
tcp 61.48.83.79 10.0.3.15 443 55955
udp 10.0.3.15 202.113.16.41 35789 53
udp 202.113.16.41 10.0.3.15 53 35789
tcp 10.0.3.15 121.17.123.141 37750 443
tcp 10.0.3.15 121.17.123.141 40275 443
tcp 121.17.123.141 10.0.3.15 443 37750
tcp 121.17.123.141 10.0.3.15 443 40275
tcp 10.0.3.15 154.8.131.165 38141 443
tcp 154.8.131.165 10.0.3.15 443 38141
udp 10.0.3.15 202.113.16.41 13902 53
udp 202.113.16.41 10.0.3.15 53 13902
tcp 10.0.3.15 154.8.131.171 55411 443
tcp 154.8.131.171 10.0.3.15 443 55411
tcp 10.0.3.15 154.8.131.165 49497 443
tcp 154.8.131.165 10.0.3.15 443 49497
udp 10.0.3.15 202.113.16.41 1788 53
udp 202.113.16.41 10.0.3.15 53 1788
tcp 10.0.3.15 154.8.131.171 44164 443
tcp 10.0.3.15 119.29.29.29 42968 80
tcp 154.8.131.171 10.0.3.15 443 44164
tcp 119.29.29.29 10.0.3.15 80 42968
tcp 10.0.3.15 123.246.197.143 44575 443
tcp 10.0.3.15 119.29.29.29 46374 80
tcp 119.29.29.29 10.0.3.15 80 46374
tcp 123.246.197.143 10.0.3.15 443 44575
tcp 10.0.3.15 154.8.131.171 41053 443
tcp 154.8.131.171 10.0.3.15 443 41053
tcp 10.0.3.15 154.8.131.171 46544 443
tcp 154.8.131.171 10.0.3.15 443 46544
tcp 10.0.3.15 154.8.131.171 57696 443
tcp 154.8.131.171 10.0.3.15 443 57696
tcp 10.0.3.15 154.8.131.171 37474 443
tcp 154.8.131.171 10.0.3.15 443 37474
tcp 10.0.3.15 154.8.131.171 60697 443
tcp 10.0.3.15 154.8.131.171 50924 443
tcp 10.0.3.15 154.8.131.171 51758 443
tcp 10.0.3.15 154.8.131.171 35553 443
tcp 10.0.3.15 154.8.131.171 52219 443
tcp 10.0.3.15 154.8.131.171 37872 443
tcp 10.0.3.15 154.8.131.171 33571 443
tcp 154.8.131.171 10.0.3.15 443 35553
tcp 154.8.131.171 10.0.3.15 443 51758
tcp 154.8.131.171 10.0.3.15 443 50924
tcp 154.8.131.171 10.0.3.15 443 60697
tcp 10.0.3.15 154.8.131.171 35379 443
tcp 154.8.131.171 10.0.3.15 443 52219
tcp 154.8.131.171 10.0.3.15 443 37872
tcp 154.8.131.171 10.0.3.15 443 35379
tcp 154.8.131.171 10.0.3.15 443 33571
tcp 10.0.3.15 150.138.121.103 37412 443
tcp 10.0.3.15 119.29.29.29 60965 80
tcp 119.29.29.29 10.0.3.15 80 60965
tcp 150.138.121.103 10.0.3.15 443 37412
tcp 10.0.3.15 113.200.15.230 49601 443
tcp 10.0.3.15 113.200.15.230 58962 443
tcp 113.200.15.230 10.0.3.15 443 49601
tcp 10.0.3.15 113.200.15.230 34011 443
tcp 113.200.15.230 10.0.3.15 443 58962
tcp 113.200.15.230 10.0.3.15 443 34011
tcp 10.0.3.15 113.200.15.230 47460 443
tcp 10.0.3.15 111.32.143.149 44587 443
tcp 10.0.3.15 111.32.143.149 33264 443
tcp 111.32.143.149 10.0.3.15 443 44587
tcp 10.0.3.15 119.29.29.29 54542 80
tcp 113.200.15.230 10.0.3.15 443 47460
tcp 111.32.143.149 10.0.3.15 443 33264
tcp 119.29.29.29 10.0.3.15 80 54542
tcp 10.0.3.15 154.8.131.171 39485 443
tcp 10.0.3.15 154.8.131.171 60995 443
tcp 154.8.131.171 10.0.3.15 443 39485
tcp 154.8.131.171 10.0.3.15 443 60995
tcp 10.0.3.15 154.8.131.171 48980 443
tcp 154.8.131.171 10.0.3.15 443 48980
tcp 10.0.3.15 154.8.131.171 38500 443
tcp 154.8.131.171 10.0.3.15 443 38500
tcp 10.0.3.15 119.29.29.29 54420 80
tcp 119.29.29.29 10.0.3.15 80 54420
tcp 10.0.3.15 123.246.197.143 34932 443
tcp 10.0.3.15 119.29.29.29 39623 80
tcp 119.29.29.29 10.0.3.15 80 39623
tcp 123.246.197.143 10.0.3.15 443 34932
tcp 10.0.3.15 154.8.131.165 47477 443
tcp 154.8.131.165 10.0.3.15 443 47477
tcp 10.0.3.15 154.8.131.165 55456 443
tcp 154.8.131.165 10.0.3.15 443 55456
tcp 10.0.3.15 154.8.131.165 60528 443
tcp 154.8.131.165 10.0.3.15 443 60528
tcp 10.0.3.15 154.8.131.165 33791 443
tcp 10.0.3.15 154.8.131.165 59770 443
tcp 10.0.3.15 154.8.131.165 35271 443
tcp 10.0.3.15 154.8.131.165 50295 443
tcp 10.0.3.15 154.8.131.165 56761 443
tcp 10.0.3.15 154.8.131.165 55826 443
tcp 154.8.131.165 10.0.3.15 443 33791
tcp 154.8.131.165 10.0.3.15 443 35271
tcp 154.8.131.165 10.0.3.15 443 59770
tcp 10.0.3.15 154.8.131.165 55940 443
tcp 10.0.3.15 154.8.131.165 53903 443
tcp 154.8.131.165 10.0.3.15 443 55826
tcp 154.8.131.165 10.0.3.15 443 56761
tcp 154.8.131.165 10.0.3.15 443 50295
tcp 154.8.131.165 10.0.3.15 443 53903
tcp 154.8.131.165 10.0.3.15 443 55940
tcp 10.0.3.15 119.29.29.29 59295 80
tcp 10.0.3.15 150.138.121.103 33870 443
tcp 119.29.29.29 10.0.3.15 80 59295
tcp 150.138.121.103 10.0.3.15 443 33870
tcp 10.0.3.15 61.163.8.212 41045 443
tcp 61.163.8.212 10.0.3.15 443 41045
tcp 10.0.3.15 116.136.134.81 34621 443
tcp 10.0.3.15 121.17.123.141 44152 443
tcp 10.0.3.15 116.136.134.81 36229 443
tcp 116.136.134.81 10.0.3.15 443 34621
tcp 121.17.123.141 10.0.3.15 443 44152
tcp 116.136.134.81 10.0.3.15 443 36229
tcp 10.0.3.15 116.136.134.81 53247 443
tcp 116.136.134.81 10.0.3.15 443 53247
tcp 10.0.3.15 116.136.134.81 51741 443
tcp 116.136.134.81 10.0.3.15 443 51741
tcp 10.0.3.15 154.8.131.165 57060 443
tcp 154.8.131.165 10.0.3.15 443 57060
tcp 10.0.3.15 154.8.131.165 39952 443
tcp 154.8.131.165 10.0.3.15 443 39952
tcp 10.0.3.15 154.8.131.165 39523 443
tcp 154.8.131.165 10.0.3.15 443 39523
tcp 10.0.3.15 154.8.131.165 59797 443
tcp 154.8.131.165 10.0.3.15 443 59797
tcp 10.0.3.15 154.8.131.165 60543 443
tcp 10.0.3.15 154.8.131.165 58839 443
tcp 10.0.3.15 154.8.131.165 56326 443
tcp 10.0.3.15 154.8.131.165 55103 443
tcp 10.0.3.15 154.8.131.165 46466 443
tcp 10.0.3.15 154.8.131.165 52049 443
tcp 154.8.131.165 10.0.3.15 443 60543
tcp 154.8.131.165 10.0.3.15 443 58839
tcp 10.0.3.15 154.8.131.165 56358 443
tcp 154.8.131.165 10.0.3.15 443 56326
tcp 154.8.131.165 10.0.3.15 443 46466
tcp 154.8.131.165 10.0.3.15 443 55103
tcp 10.0.3.15 154.8.131.165 45905 443
tcp 154.8.131.165 10.0.3.15 443 56358
tcp 154.8.131.165 10.0.3.15 443 45905
tcp 10.0.3.15 154.8.131.165 37741 443
tcp 154.8.131.165 10.0.3.15 443 37741
tcp 10.0.3.15 61.163.8.212 44100 443
tcp 61.163.8.212 10.0.3.15 443 44100
udp 10.0.3.15 202.113.16.41 16035 53
udp 202.113.16.41 10.0.3.15 53 16035
tcp 10.0.3.15 124.236.20.228 55323 443
tcp 124.236.20.228 10.0.3.15 443 55323
tcp 10.0.3.15 61.163.8.212 55171 443
tcp 61.163.8.212 10.0.3.15 443 55171
tcp 10.0.3.15 154.8.131.165 51923 443
tcp 10.0.3.15 154.8.131.165 56156 443
tcp 10.0.3.15 154.8.131.165 45746 443
tcp 10.0.3.15 154.8.131.165 53172 443
tcp 10.0.3.15 154.8.131.165 52126 443
tcp 154.8.131.165 10.0.3.15 443 51923
tcp 10.0.3.15 154.8.131.165 34643 443
tcp 154.8.131.165 10.0.3.15 443 56156
tcp 10.0.3.15 154.8.131.165 49198 443
tcp 154.8.131.165 10.0.3.15 443 45746
tcp 10.0.3.15 154.8.131.165 51114 443
tcp 154.8.131.165 10.0.3.15 443 52126
tcp 154.8.131.165 10.0.3.15 443 34643
tcp 154.8.131.165 10.0.3.15 443 49198
tcp 154.8.131.165 10.0.3.15 443 51114
tcp 154.8.131.165 10.0.3.15 443 53172
tcp 10.0.3.15 121.17.123.141 43100 443
tcp 10.0.3.15 116.136.134.81 59081 443
tcp 10.0.3.15 116.136.134.81 50012 443
tcp 121.17.123.141 10.0.3.15 443 43100
tcp 116.136.134.81 10.0.3.15 443 59081
tcp 116.136.134.81 10.0.3.15 443 50012
tcp 10.0.3.15 116.136.134.81 48072 443
tcp 116.136.134.81 10.0.3.15 443 48072
tcp 10.0.3.15 116.136.134.81 50442 443
tcp 116.136.134.81 10.0.3.15 443 50442
tcp 10.0.3.15 121.17.123.141 51951 443
tcp 121.17.123.141 10.0.3.15 443 51951
tcp 10.0.3.15 116.136.134.81 35077 443
tcp 10.0.3.15 116.136.134.81 54028 443
tcp 116.136.134.81 10.0.3.15 443 35077
tcp 116.136.134.81 10.0.3.15 443 54028
tcp 10.0.3.15 154.8.131.165 56747 443
tcp 154.8.131.165 10.0.3.15 443 56747
tcp 10.0.3.15 154.8.131.171 55075 443
tcp 154.8.131.171 10.0.3.15 443 55075
udp 10.0.3.15 202.113.16.41 39025 53
udp 202.113.16.41 10.0.3.15 53 39025
tcp 10.0.3.15 121.17.123.141 43469 443
tcp 121.17.123.141 10.0.3.15 443 43469
tcp 154.8.131.165 10.0.3.15 443 52049
,0
0,----------------------------------------------------------------------------------------------------
protocol " srcip" " dstip" " sport" " dport"
tcp 150.138.120.1 10.0.3.15 80 33608
tcp 10.0.3.15 150.138.120.1 33608 80
tcp 150.138.120.1 10.0.3.15 80 56894
tcp 10.0.3.15 150.138.120.1 56894 80
tcp 150.138.120.1 10.0.3.15 80 50090
tcp 10.0.3.15 150.138.120.1 50090 80
tcp 10.0.3.15 183.134.99.112 45206 80
tcp 10.0.3.15 180.149.155.35 48185 80
tcp 183.134.99.112 10.0.3.15 80 45206
tcp 180.149.155.35 10.0.3.15 80 48185
tcp 10.0.3.15 106.39.171.84 36081 443
tcp 10.0.3.15 106.39.169.231 46889 80
tcp 10.0.3.15 123.151.72.19 51072 443
udp 10.0.3.15 202.113.16.10 6566 53
tcp 106.39.171.84 10.0.3.15 443 36081
tcp 106.39.169.231 10.0.3.15 80 46889
udp 202.113.16.10 10.0.3.15 53 6566
tcp 123.151.72.19 10.0.3.15 443 51072
tcp 10.0.3.15 123.151.92.114 52076 443
tcp 10.0.3.15 123.151.72.19 42630 443
tcp 123.151.92.114 10.0.3.15 443 52076
tcp 10.0.3.15 106.39.169.231 52281 80
tcp 123.151.72.19 10.0.3.15 443 42630
udp 10.0.3.15 202.113.16.10 44116 53
udp 202.113.16.10 10.0.3.15 53 44116
tcp 106.39.169.231 10.0.3.15 80 52281
tcp 10.0.3.15 183.134.99.106 49683 80
tcp 183.134.99.106 10.0.3.15 80 49683
tcp 10.0.3.15 106.39.169.231 45359 80
tcp 10.0.3.15 150.138.120.1 41593 80
tcp 10.0.3.15 150.138.120.1 47336 80
tcp 106.39.169.231 10.0.3.15 80 45359
tcp 150.138.120.1 10.0.3.15 80 47336
tcp 150.138.120.1 10.0.3.15 80 41593
tcp 10.0.3.15 36.110.181.226 34593 443
tcp 36.110.181.226 10.0.3.15 443 34593
tcp 10.0.3.15 106.39.171.84 37751 443
tcp 106.39.171.84 10.0.3.15 443 37751
tcp 10.0.3.15 150.138.120.1 39096 80
tcp 106.39.169.231 10.0.3.15 80 47330
tcp 10.0.3.15 106.39.169.231 47330 80
tcp 10.0.3.15 106.39.169.231 47160 80
tcp 10.0.3.15 150.138.120.1 50792 80
tcp 10.0.3.15 150.138.120.1 53900 80
tcp 10.0.3.15 150.138.120.1 40216 80
tcp 10.0.3.15 150.138.120.1 48272 80
tcp 150.138.120.1 10.0.3.15 80 39096
tcp 106.39.169.231 10.0.3.15 80 47160
tcp 106.39.169.231 10.0.3.15 80 49090
tcp 10.0.3.15 106.39.169.231 49090 80
tcp 150.138.120.1 10.0.3.15 80 48272
tcp 150.138.120.1 10.0.3.15 80 50792
tcp 150.138.120.1 10.0.3.15 80 40216
tcp 150.138.120.1 10.0.3.15 80 53900
tcp 10.0.3.15 106.39.169.231 37262 80
tcp 106.39.169.231 10.0.3.15 80 37262
tcp 10.0.3.15 106.39.169.231 46782 80
tcp 106.39.169.231 10.0.3.15 80 55524
tcp 10.0.3.15 106.39.169.231 55524 80
tcp 10.0.3.15 106.39.169.231 47054 80
tcp 10.0.3.15 150.138.120.1 57864 80
tcp 10.0.3.15 150.138.120.1 48554 80
tcp 106.39.169.231 10.0.3.15 80 46782
tcp 106.39.169.231 10.0.3.15 80 47054
tcp 150.138.120.1 10.0.3.15 80 57864
tcp 150.138.120.1 10.0.3.15 80 48554
tcp 10.0.3.15 106.39.169.231 59076 80
tcp 10.0.3.15 58.83.230.158 53905 443
udp 10.0.3.15 202.113.16.10 62495 53
tcp 10.0.3.15 106.39.171.84 43571 443
tcp 106.39.169.231 10.0.3.15 80 59076
udp 202.113.16.10 10.0.3.15 53 62495
tcp 58.83.230.158 10.0.3.15 443 53905
tcp 10.0.3.15 106.39.169.231 46232 80
tcp 106.39.171.84 10.0.3.15 443 43571
tcp 106.39.169.231 10.0.3.15 80 46232
tcp 10.0.3.15 106.39.169.231 51756 80
tcp 10.0.3.15 106.39.169.231 54888 80
tcp 106.39.169.231 10.0.3.15 80 51756
tcp 106.39.169.231 10.0.3.15 80 54888
tcp 10.0.3.15 106.39.169.231 44878 80
tcp 10.0.3.15 150.138.120.1 38000 80
tcp 10.0.3.15 106.39.171.84 36762 443
tcp 106.39.169.231 10.0.3.15 80 44878
tcp 150.138.120.1 10.0.3.15 80 38000
tcp 10.0.3.15 106.39.169.231 58032 80
tcp 106.39.169.231 10.0.3.15 80 58032
tcp 10.0.3.15 106.39.169.231 37221 80
tcp 106.39.169.231 10.0.3.15 80 37221
tcp 106.39.171.84 10.0.3.15 443 36762
udp 10.0.3.15 202.113.16.10 52111 53
tcp 10.0.3.15 150.138.120.1 33097 80
tcp 10.0.3.15 106.39.171.84 43288 443
tcp 10.0.3.15 106.39.169.231 47926 80
tcp 10.0.3.15 150.138.120.1 46471 80
udp 202.113.16.10 10.0.3.15 53 52111
tcp 10.0.3.15 106.39.169.231 51811 443
